,279,252,134,33,250,190,190,
,278,253,134,33,245,190,200,
,278,253,134,33,240,180,210,
,278,254,134,33,240,180,215,
,277,253,134,33,240,180,215,
,276,253,134,33,240,185,210,
,276,254,134,33,240,185,215,
,275,254,134,33,240,185,210,
,277,254,134,33,240,185,210,
,276,255,134,33,240,185,205,
,275,253,134,33,240,185,210,
,278,254,134,33,240,185,210,
,275,253,134,33,240,185,210,
,275,254,134,33,245,185,205,
,276,254,134,33,240,185,215,
,277,255,134,33,240,185,210,
,274,253,134,33,240,185,210,
,277,254,134,33,245,185,200,
,277,254,134,33,235,190,210,
,276,254,134,33,245,190,200,
,275,254,134,33,240,185,205,
,274,254,134,33,245,190,200,
,277,254,134,33,245,190,200,
,277,254,134,33,245,190,200,
,275,253,134,33,245,190,200,
,276,253,134,33,240,190,200,
,276,253,134,33,235,185,210,
,276,253,134,33,245,190,200,
,278,254,134,33,240,190,200,
,276,253,134,33,245,190,200,
,274,256,134,33,250,190,195,
,274,256,134,33,250,185,195,
,272,256,134,33,240,180,205,
,268,252,134,33,235,190,200,
,257,251,134,33,220,180,210,
,258,252,134,33,235,195,185,
,274,253,134,33,245,185,195,
,282,250,134,33,245,180,210,
,284,248,137,34,245,175,210,
,286,249,134,33,250,175,210,
,287,248,134,33,245,170,210,
,287,248,134,33,250,170,210,
,287,249,134,33,250,175,210,
,287,249,139,34,250,175,210,
,286,252,134,33,250,180,205,
,284,256,134,33,250,180,210,
,282,257,134,33,245,185,210,
,280,260,134,33,250,190,200,
,270,262,134,33,235,180,220,
,271,261,134,33,230,180,220,
,270,262,134,33,235,180,215,
,271,262,134,33,235,185,215,
,272,263,134,33,235,180,220,
,267,266,134,33,225,190,210,
,265,265,134,33,230,190,210,
,265,267,134,33,230,200,200,
,265,267,134,33,230,190,210,
,266,267,134,33,230,190,210,
,265,267,134,33,235,195,195,
,265,267,134,33,235,190,200,
,265,267,134,33,230,190,210,
,265,267,134,33,230,190,210,
,266,267,134,33,235,190,200,
,265,267,134,33,235,195,200,
,265,267,134,33,235,195,200,
,266,268,134,33,235,190,200,
,266,267,134,33,235,200,195,
,265,267,134,33,235,195,200,
,265,267,134,33,240,195,200,
,267,267,134,33,240,200,195,
,266,267,134,33,240,200,190,
,270,260,134,33,220,180,230,
,270,258,134,33,220,175,230,
,270,255,134,33,235,185,210,
,272,253,134,33,235,180,210,
,271,251,134,33,240,185,200,
,270,251,134,33,235,180,210,
,271,252,134,33,235,180,210,
,272,252,134,33,235,180,210,
,272,252,134,33,235,185,210,
,270,252,134,33,230,185,210,
,269,254,134,33,230,185,215,
,270,254,134,33,230,185,215,
,270,254,134,33,230,185,210,
,268,254,134,33,235,190,200,
,272,254,134,33,230,185,210,
,266,256,134,33,225,185,210,
,264,264,134,33,220,185,225,
,272,263,134,33,230,185,220,
,278,256,134,33,240,185,200,
,280,252,134,33,240,175,205,
,284,249,136,33,245,175,210,
,287,247,136,34,255,175,205,
,290,245,134,33,255,175,205,
,292,245,134,33,250,170,215,
,291,244,134,33,255,170,205,
,292,244,134,33,250,170,215,
,291,244,134,33,245,170,215,
,290,244,134,33,255,175,200,
,283,250,134,33,250,175,210,
,286,250,134,33,240,175,210,
,284,253,134,33,245,180,215,
,277,261,134,33,245,185,215,
,282,256,134,33,250,185,205,
,271,257,134,33,245,195,195,
,263,254,134,33,225,180,205,
,265,245,143,35,240,175,195,
,271,242,134,33,225,170,215,
