,324,300,106,88,230,165,285,
,326,301,102,85,230,170,285,
,323,297,109,91,235,165,285,
,326,293,108,90,240,165,280,
,326,282,109,91,230,140,300,
,323,269,117,97,230,140,285,
,325,259,110,92,230,120,300,
,327,249,112,93,235,120,290,
,328,244,108,90,230,100,310,
,330,236,108,90,235,100,295,
,328,232,112,93,235,95,295,
,325,228,113,94,230,90,300,
,330,226,108,90,235,85,305,
,329,225,107,89,225,85,310,
,326,220,114,95,230,85,305,
,330,221,105,88,230,80,305,
,331,222,107,89,225,75,320,
,328,217,114,95,240,80,300,
,333,213,106,89,230,75,315,
,333,214,106,88,235,75,300,
,329,207,113,94,230,70,305,
,333,206,107,89,230,65,315,
,335,207,101,84,240,70,295,
,334,203,103,86,235,65,305,
,344,200,88,73,235,65,305,
,339,195,93,77,240,65,290,
,338,196,96,80,240,65,290,
,335,192,98,82,250,70,275,
,338,196,93,77,250,75,265,
,347,197,85,70,255,80,265,
,345,193,93,77,260,85,255,
,351,197,82,68,260,80,265,
,349,201,82,68,260,85,260,
,348,198,87,72,255,80,260,
,337,200,98,81,250,80,270,
,344,202,92,76,250,80,270,
,339,202,96,80,250,80,270,
,340,203,94,78,250,80,270,
,337,201,97,80,255,90,250,
,333,202,96,79,250,90,260,
,328,204,90,75,235,80,280,
,325,205,88,73,230,85,275,
,313,211,93,77,225,85,275,
,308,210,95,79,225,85,265,
,300,213,95,79,205,80,280,
,293,215,96,80,195,80,290,
,285,216,105,87,190,80,295,
,279,217,105,87,185,80,295,
,279,220,96,80,185,90,290,
,271,221,104,86,175,85,300,
,270,222,99,83,170,85,295,
,269,222,96,80,165,80,305,
,268,224,97,81,165,80,305,
,260,223,109,91,160,85,305,
,264,224,101,84,160,80,310,
,257,222,108,90,155,75,320,
,251,223,117,97,160,85,310,
,255,224,104,87,155,80,315,
,250,226,107,89,150,75,320,
,244,225,111,93,145,75,325,
,242,226,108,90,135,75,325,
,235,225,111,92,130,75,325,
,231,228,106,89,110,70,345,
,223,227,115,95,115,75,325,
,221,226,113,94,110,75,330,
,223,228,108,90,110,70,330,
,223,226,108,90,115,75,320,
,219,227,112,93,100,70,350,
,219,226,112,94,110,80,330,
,217,227,108,90,115,80,315,
,216,228,110,91,105,80,330,
,217,230,106,88,110,85,315,
,216,229,110,92,110,80,330,
,214,228,111,92,110,80,320,
,213,229,118,98,95,55,360,
,321,303,37,31,110,70,340,
,176,204,37,31,115,70,335,
,234,229,116,96,120,65,340,
,243,229,117,98,135,65,340,
,252,228,121,101,145,60,350,
,260,227,128,106,155,60,350,
,274,225,123,103,165,55,360,
,284,226,122,102,175,60,345,
,295,226,119,99,185,60,340,
,303,227,119,99,180,60,350,
,308,222,128,107,200,65,345,
,316,226,127,106,200,55,360,
,318,219,136,113,210,55,355,
,325,219,130,109,220,60,350,
,327,223,132,110,215,55,360,
,331,220,133,111,225,65,350,
,338,224,129,107,225,60,355,
,347,223,132,110,235,60,355,
,356,224,137,114,250,65,345,
,364,225,134,111,260,70,340,
,372,222,140,117,270,70,340,
,381,221,142,118,280,70,340,
,387,223,141,117,300,75,320,
,399,228,137,114,295,75,330,
,401,228,145,120,330,90,300,
,403,230,138,115,325,85,300,
,402,227,135,113,290,75,330,
,399,224,134,111,290,70,330,
,393,221,134,112,300,75,320,
,395,216,132,110,295,75,325,
,390,215,136,113,295,70,315,
,390,216,134,112,300,75,315,
,386,216,139,116,290,75,320,
,387,216,138,115,290,75,320,
,389,217,136,113,290,70,325,
,383,212,142,118,290,70,325,
,387,218,131,109,285,70,315,
,384,215,135,113,290,70,315,
,387,216,128,107,285,65,325,
,389,217,124,103,290,70,325,
,384,215,136,113,290,70,325,
,389,214,130,109,290,70,325,
,384,214,133,111,290,70,320,
,380,216,133,110,275,70,325,
,376,215,130,108,275,60,330,
,369,216,127,105,270,65,335,
,363,215,127,106,265,65,330,
,361,214,127,106,260,55,345,
,358,215,128,107,255,55,345,
,361,218,120,100,260,70,330,
,359,223,123,103,260,65,335,
,362,214,125,104,260,60,335,
,353,212,131,109,250,55,340,
,352,210,119,99,240,50,345,
,343,210,128,107,235,50,345,
,341,215,129,108,230,50,355,
,344,214,124,104,235,50,350,
,343,206,133,110,225,45,360,
,345,207,123,102,230,40,355,
,339,198,132,110,235,40,350,
,342,192,122,102,225,30,355,
,331,185,138,115,225,25,350,
,331,182,136,113,225,20,355,
,330,179,139,116,225,20,350,
,328,173,138,115,210,10,370,
,25,442,39,32,225,20,340,
,23,440,37,31,230,15,340,
,16,430,42,35,32767,0,0,
,16,426,39,33,240,5,330,
,329,156,144,120,235,10,335,
,22,443,37,31,230,15,350,
,327,173,145,121,225,15,345,
,333,184,135,112,210,15,375,
,329,190,141,118,225,25,350,
,328,188,145,121,210,25,370,
,324,191,142,118,210,25,375,
,326,191,139,116,205,20,385,
,323,196,139,116,200,20,380,
,321,199,140,117,200,25,375,
,316,196,149,124,200,25,375,
,318,201,143,119,200,25,375,
,317,199,144,120,195,25,380,
,313,202,143,119,190,20,385,
,310,202,145,121,190,20,385,
,306,203,151,125,190,25,375,
,310,208,144,120,180,20,400,
,308,211,141,118,185,20,395,
,308,211,142,119,180,25,395,
,309,212,139,116,185,25,390,
,307,213,141,118,175,30,390,
,304,211,145,121,180,25,390,
,302,211,146,121,180,30,385,
,302,210,143,119,185,30,380,
,299,211,144,120,170,25,395,
,302,212,139,116,170,25,390,
,302,209,142,118,170,25,395,
,305,212,136,113,165,20,405,
,302,209,143,119,160,10,420,
,303,209,141,117,180,25,380,
,302,209,141,117,180,25,390,
,301,207,141,118,180,25,385,
,303,207,140,117,185,30,370,
,302,206,142,118,185,25,375,
,304,207,138,115,180,25,380,
,302,207,143,119,190,30,370,
,300,206,146,122,190,35,370,
,304,208,138,115,170,10,400,
,306,213,134,112,190,30,370,
,303,212,142,118,185,30,380,
,302,215,146,121,185,35,380,
,304,221,142,118,180,35,390,
,308,224,138,115,190,45,375,
,307,225,140,117,190,45,380,
,308,225,139,116,180,40,385,
,309,225,137,114,185,40,385,
,253,166,64,54,185,50,375,
,309,222,136,113,190,40,380,
,307,219,137,114,195,45,365,
,309,224,129,107,195,45,365,
,312,226,125,104,200,55,350,
,313,229,119,99,215,80,320,
,312,233,118,98,205,75,325,
,313,241,110,91,210,85,320,
,311,241,112,93,210,95,315,
,310,242,111,93,210,95,310,
,311,247,105,88,215,105,305,
,308,247,106,88,210,105,305,
,308,246,104,87,215,110,290,
,311,249,98,81,210,105,305,
,267,209,55,46,220,120,275,
,309,247,98,81,230,130,260,
,311,250,98,82,230,130,260,
,317,248,92,76,230,130,260,
,322,246,88,73,235,130,255,
,325,248,87,72,240,130,250,
,326,251,86,72,245,135,250,
,325,254,90,75,245,135,255,
,325,256,95,79,250,140,245,
,325,261,94,78,250,145,245,
,328,259,93,77,250,150,245,
,327,263,90,75,250,150,245,
,324,263,95,79,250,150,245,
,326,267,89,74,245,150,250,
,323,266,95,79,240,145,255,
,330,266,89,74,245,150,250,
,331,266,90,75,250,155,240,
,332,269,87,72,255,155,240,
,336,265,88,74,255,155,245,
,339,268,84,70,260,160,230,
,340,266,86,72,270,160,225,
,342,268,88,73,270,165,225,
,343,272,84,70,270,165,230,
,344,274,84,69,270,170,225,
,343,276,86,72,275,170,225,
,350,275,79,66,275,175,230,
,346,277,86,72,275,175,225,
,347,277,82,69,275,175,225,
,345,280,81,68,275,175,225,
,345,282,81,68,275,175,225,
,345,282,80,66,270,175,225,
,344,283,81,67,270,180,225,
,341,283,87,72,270,180,230,
,343,285,84,70,270,180,230,
,342,285,84,70,275,185,220,
,344,285,82,68,270,185,220,
,344,286,84,69,270,185,225,
,344,287,82,69,275,185,220,
,349,287,76,64,270,185,225,
,348,287,79,66,270,185,220,
,346,286,82,69,270,180,225,
,345,286,84,70,270,180,220,
,343,286,85,71,270,180,225,
,343,286,86,71,270,180,230,
,346,287,82,68,270,175,225,
,345,286,87,72,275,175,230,
,350,285,84,70,270,175,240,
,350,286,87,73,275,175,235,
,350,288,85,71,275,175,235,
,351,286,89,74,270,170,250,
,351,287,90,75,270,170,250,
,355,287,89,74,270,170,255,
,351,285,98,82,275,170,250,
,355,287,93,77,280,170,245,
,359,286,90,75,280,170,245,
,353,288,96,80,280,170,250,
,360,286,89,74,285,175,240,
,359,286,91,76,280,175,240,
,355,288,97,81,275,170,250,
,357,289,94,78,270,170,255,
,354,290,89,73,260,160,270,
,347,287,97,80,265,170,255,
,341,288,97,81,250,160,280,
,337,288,101,84,250,170,265,
,330,290,101,84,245,170,265,
,324,290,100,83,240,165,265,
,322,289,98,81,235,170,265,
,318,287,99,82,235,165,270,
,315,294,90,75,235,170,255,
,314,291,94,78,230,170,255,
,315,294,90,75,225,170,265,
,315,291,94,78,225,170,265,
,316,294,95,79,235,175,250,
,313,294,98,81,230,170,270,
,316,292,96,80,235,170,265,
,322,293,96,79,245,170,260,
,318,293,104,87,245,170,260,
,319,293,103,85,240,165,270,
,318,296,101,84,240,170,270,
,316,298,98,81,245,170,260,
,311,296,102,85,230,165,275,
,307,297,100,83,230,170,265,
,302,298,96,80,225,175,260,
,294,296,101,84,205,165,280,
,293,299,95,79,210,170,270,
,293,300,96,80,205,170,275,
,300,299,97,81,220,170,265,
,307,296,99,83,230,160,275,
,318,293,103,86,235,165,275,
,325,293,107,89,245,165,280,
,336,293,109,90,255,160,285,
,347,294,106,88,275,170,265,
,356,295,105,88,275,165,270,
,365,294,109,90,290,165,270,
,373,292,112,93,300,170,270,
,381,292,111,93,305,170,265,
,386,291,112,94,305,165,270,
,388,292,108,90,310,165,280,
,395,292,106,89,310,165,275,
,396,287,117,97,310,160,280,
,404,289,108,90,320,165,275,
,403,291,110,92,320,165,275,
,406,291,111,92,330,170,260,
,407,292,111,92,335,170,260,
,408,292,111,92,330,170,265,
,407,292,113,94,335,175,265,
,404,287,122,102,335,170,270,
,410,293,110,92,330,165,280,
,415,293,105,87,330,165,275,
,414,290,109,91,335,165,270,
,415,292,106,88,330,165,275,
,412,293,110,91,330,165,275,
,413,293,107,89,330,165,275,
,416,291,108,90,335,165,275,
,416,291,105,87,330,165,275,
,414,293,107,89,335,170,270,
,412,292,109,90,335,165,270,
,409,291,113,95,330,165,280,
,406,289,114,95,330,165,275,
,409,291,111,93,330,165,270,
,406,290,106,89,320,165,275,
,395,286,110,92,310,160,280,
,392,285,107,89,305,155,285,
,385,285,107,89,310,155,270,
,383,283,106,88,300,155,275,
,380,283,110,91,295,155,275,
,380,281,111,92,300,155,275,
,380,280,114,96,300,155,275,
,387,280,101,84,305,160,260,
,381,279,106,88,300,155,270,
,380,281,101,84,295,155,270,
,376,284,103,85,290,155,275,
,379,282,100,83,290,155,275,
,375,281,106,89,290,155,275,
,378,284,100,83,290,155,275,
,380,283,98,82,285,155,280,
,380,282,102,85,295,155,265,
,380,280,104,87,290,150,285,
,381,282,105,88,295,150,280,
