,331,232,159,250,125,300,
,335,235,162,260,125,295,
,344,233,154,265,130,295,
,335,230,162,265,130,290,
,327,229,165,260,135,290,
,319,229,170,255,135,285,
,313,227,171,250,130,285,
,311,228,162,250,135,280,
,306,225,170,245,130,275,
,305,225,169,245,135,280,
,301,225,168,240,135,275,
,298,224,169,240,130,280,
,295,224,169,240,130,285,
,295,224,173,235,130,285,
,303,228,163,240,135,285,
,303,227,170,255,140,255,
,308,229,169,255,145,265,
,314,232,169,255,140,280,
,321,233,174,260,140,285,
,336,238,161,275,145,275,
,350,244,153,280,150,275,
,358,245,156,285,150,275,
,367,245,157,300,155,265,
,371,247,157,305,155,270,
,379,248,152,315,160,260,
,382,249,154,310,155,275,
,386,250,156,315,150,280,
,385,247,162,320,160,270,
,397,253,150,320,155,275,
,394,255,158,325,160,275,
,398,253,150,330,160,265,
,394,247,163,330,160,270,
,403,257,150,330,165,275,
,402,256,154,330,160,265,
,395,248,165,330,165,265,
,387,244,168,330,165,265,
,390,250,156,325,160,270,
,388,253,146,310,160,270,
,372,249,157,305,160,265,
,360,247,155,300,160,260,
,352,247,148,285,155,270,
,336,241,161,280,155,260,
,326,239,161,270,150,265,
,323,236,157,265,150,260,
,319,235,153,260,145,260,
,310,231,159,255,145,260,
,302,228,160,245,140,265,
,300,225,159,250,145,250,
,292,220,168,245,140,255,
,291,217,165,240,135,260,
,292,213,162,245,135,250,
,288,207,169,240,125,250,
,286,201,168,235,120,260,
,285,193,176,230,110,270,
,280,189,180,230,100,275,
,281,186,175,225,95,275,
,277,178,183,225,90,285,
,273,174,189,220,85,290,
,277,171,180,220,75,285,
,273,165,190,215,65,300,
,280,163,182,215,60,305,
,282,162,180,220,70,290,
,279,161,190,225,70,285,
,286,165,178,225,75,280,
,284,165,183,225,70,295,
,283,167,182,225,70,290,
,282,168,185,225,75,290,
,284,171,180,225,75,290,
,288,174,175,230,80,280,
,287,177,175,225,85,290,
,286,181,177,225,90,290,
,289,189,168,225,95,285,
,290,198,169,230,105,280,
,290,201,170,240,115,265,
,289,204,173,230,110,280,
,289,208,166,230,115,280,
,290,210,162,225,115,280,
,289,208,161,235,120,260,
,289,206,164,240,125,250,
,291,205,164,240,125,245,
,288,201,168,240,125,250,
,289,201,165,240,125,245,
,287,199,168,240,120,245,
,289,198,166,235,120,255,
,288,196,172,235,110,265,
,291,196,171,235,110,270,
,296,194,167,230,100,280,
,302,192,164,235,100,285,
,304,189,167,245,100,275,
,304,187,171,245,95,285,
,311,187,165,245,95,285,
,310,185,172,240,90,295,
,307,184,174,240,90,290,
,305,185,174,240,95,290,
,304,185,172,235,90,290,
,296,183,176,230,85,295,
,296,181,167,230,90,290,
,286,177,176,220,85,290,
,281,175,179,215,80,295,
,279,174,178,220,90,280,
,278,174,172,210,75,300,
,275,178,169,215,80,290,
,270,177,175,205,80,295,
,265,175,178,205,75,295,
,261,172,180,200,75,295,
,256,170,184,195,70,305,
,250,168,185,190,75,305,
,241,168,189,180,65,315,
,239,170,183,180,70,300,
,226,168,191,175,80,295,
,220,169,187,170,75,290,
,213,169,185,155,75,300,
,204,170,184,150,80,290,
,198,171,180,140,80,295,
,191,172,175,140,85,285,
,182,173,185,130,85,295,
,175,175,180,120,75,305,
,174,178,177,125,85,290,
,169,179,180,115,80,305,
,169,179,169,115,85,300,
,169,179,176,115,85,305,
,165,180,173,110,90,300,
,163,181,172,110,85,295,
,164,180,169,105,85,300,
,162,180,177,105,85,300,
,159,181,172,105,85,290,
,163,186,152,110,90,290,
,153,186,152,90,80,305,
,142,184,161,90,85,300,
,137,185,161,75,85,300,
,130,183,170,75,85,300,
,33,183,134,60,80,295,
,96,177,161,40,70,310,
,29,181,134,55,80,290,
,117,180,177,65,80,295,
,124,181,177,75,85,295,
,131,182,167,75,85,295,
,127,177,185,80,85,295,
,129,178,193,85,85,290,
,140,184,167,85,90,290,
,144,184,168,85,85,300,
,150,188,165,80,80,310,
,143,187,189,90,90,300,
,147,188,192,90,85,315,
,153,192,203,95,90,325,
,162,199,205,110,100,315,
,172,206,205,120,105,320,
,183,212,206,125,115,320,
,187,216,220,130,110,330,
,195,220,218,145,120,325,
,206,223,213,155,120,325,
,211,223,220,165,125,320,
,213,223,226,165,120,320,
,225,224,218,170,120,325,
,229,223,217,175,115,330,
,232,222,216,180,115,325,
,232,221,224,180,125,320,
,234,219,225,190,120,320,
,240,220,218,190,115,330,
,241,219,218,185,105,340,
,246,217,224,190,115,330,
,255,219,220,200,115,325,
,262,216,224,210,125,315,
,272,218,221,215,120,325,
,283,217,219,225,120,325,
,299,223,206,235,115,330,
,309,224,201,245,120,325,
,315,224,207,255,120,320,
,323,224,205,265,125,315,
,338,228,186,275,130,305,
,343,228,187,275,125,315,
,344,226,193,275,125,315,
,342,224,201,280,130,310,
,339,225,209,280,130,315,
,352,227,194,290,140,305,
,358,231,186,295,135,305,
,350,227,201,290,135,315,
,335,220,224,285,130,310,
,350,229,201,295,145,295,
,344,227,218,290,135,310,
,348,229,205,290,135,310,
,340,226,220,285,130,320,
,350,229,211,280,125,325,
,348,230,212,285,130,320,
,345,229,216,295,140,310,
,347,230,215,290,135,320,
,348,231,211,285,135,315,
,346,228,218,290,135,315,
,349,226,213,290,130,315,
,345,226,217,295,140,305,
,358,230,197,285,125,320,
,353,225,203,290,135,310,
,355,222,198,305,140,290,
,349,215,204,300,135,290,
,355,215,192,295,120,305,
,359,216,183,290,120,305,
,357,214,182,290,115,300,
,352,214,184,285,115,310,
,349,213,182,285,115,310,
,343,212,187,285,120,300,
,342,210,184,280,115,300,
,340,210,183,280,110,300,
,339,210,181,280,115,295,
,339,212,176,280,120,290,
,346,218,163,285,120,285,
,338,218,172,275,120,290,
,336,218,167,275,125,280,
,332,216,172,270,120,285,
,330,216,172,275,125,275,
,329,216,169,275,130,270,
,326,216,171,275,130,265,
,327,216,165,270,130,270,
,326,217,168,270,125,275,
,324,215,168,270,130,260,
,327,215,164,270,125,265,
,322,215,168,275,130,260,
,324,216,164,265,130,270,
,326,216,165,265,130,270,
,329,219,161,275,135,260,
,335,220,158,285,140,255,
,336,221,155,285,140,250,
,332,219,162,280,140,250,
,329,218,165,280,140,250,
,331,219,157,285,140,245,
,328,217,164,285,145,245,
,327,218,163,285,140,240,
,322,218,164,280,140,240,
,323,220,151,275,140,245,
,322,227,134,265,145,235,
,178,112,193,260,145,235,
,286,218,166,245,140,240,
,278,219,160,230,140,250,
,264,218,166,220,135,250,
,253,219,161,210,140,240,
,240,219,160,195,140,245,
,232,219,152,190,140,235,
,225,220,151,175,140,240,
,216,219,151,170,140,235,
,212,219,151,160,140,240,
,206,220,152,155,140,240,
,203,220,151,155,140,245,
,201,220,156,155,140,240,
,189,212,161,155,140,240,
,217,227,144,170,140,240,
,223,227,156,175,145,245,
,233,228,162,190,150,245,
,266,251,134,205,160,255,
,278,223,154,235,150,225,
,273,222,152,230,150,225,
,266,222,156,220,145,235,
,257,218,175,210,140,245,
,257,222,160,210,145,240,
,255,226,156,210,145,240,
,250,226,157,200,150,240,
,244,225,166,200,150,240,
,241,226,166,200,150,240,
,238,227,165,195,150,240,
,233,230,167,190,150,245,
,228,230,168,185,150,245,
,225,231,168,180,150,245,
,219,232,172,175,150,250,
,219,234,168,170,155,250,
,217,235,164,170,155,250,
,210,236,170,165,155,250,
,211,237,164,160,155,255,
,209,238,165,160,155,255,
,206,238,168,160,155,255,
,206,238,167,160,155,255,
,207,238,165,155,150,265,
,209,237,166,155,155,265,
,210,236,169,160,150,260,
,211,235,171,165,150,255,
,212,233,179,170,150,255,
,219,233,176,170,145,260,
,230,236,170,175,145,270,
,236,235,171,190,150,255,
,247,234,168,195,145,255,
,260,238,158,210,150,245,
,269,235,162,220,150,245,
,284,240,151,225,150,250,
,184,117,177,255,150,240,
,275,236,154,210,135,280,
,264,229,173,200,130,285,
,262,233,175,205,140,275,
,257,235,183,195,135,290,
,261,238,174,200,145,285,
,259,239,179,195,145,290,
,248,241,195,195,150,290,
,248,242,194,190,150,295,
,242,244,201,195,155,290,
,240,244,203,190,155,290,
,238,246,202,195,155,290,
,230,243,210,190,155,295,
,230,240,208,185,145,305,
,230,236,210,180,140,305,
,237,233,203,185,140,305,
,239,230,200,185,140,300,
,240,228,200,185,135,295,
,248,228,190,195,135,295,
,251,222,188,190,130,295,
,253,219,185,195,125,290,
,253,213,186,190,115,300,
,257,209,184,205,120,275,
,262,208,169,205,120,275,
,258,203,176,215,125,255,
,254,200,185,220,125,245,
,258,217,146,215,140,225,
,253,218,148,205,140,230,
,244,219,151,210,145,220,
,240,218,150,200,145,230,
,228,219,156,195,145,225,
,222,220,151,180,140,235,
,214,221,152,170,140,240,
,187,220,161,145,140,245,
,209,216,161,155,130,260,
,225,213,177,180,130,255,
,173,116,219,260,140,225,
,306,216,148,255,140,235,
,301,213,154,255,135,240,
,301,213,156,250,130,255,
,294,212,169,240,120,270,
,291,213,171,235,120,275,
,290,213,173,235,120,275,
,288,214,174,225,125,285,
,286,213,175,220,120,290,
,286,213,173,220,115,295,
,283,214,176,220,120,295,
,282,213,178,220,115,295,
,282,212,176,220,120,290,
,280,212,178,215,120,295,
,281,212,177,220,120,295,
,281,212,179,220,115,295,
,281,213,175,220,120,290,
,285,213,172,220,115,295,
,285,213,173,225,120,290,
,288,214,170,225,120,285,
,288,213,175,235,125,275,
,294,215,170,240,130,270,
,300,216,168,240,125,285,
,308,219,167,245,125,280,
,315,220,164,255,125,280,
,323,220,166,255,125,285,
,333,222,159,265,125,285,
,338,220,162,275,125,285,
,347,223,156,280,130,275,
,351,224,153,285,130,275,
,352,224,157,295,135,265,
,352,223,169,290,130,285,
,363,231,148,295,135,265,
,358,226,156,295,135,270,
,362,232,150,295,135,275,
,363,232,143,290,130,275,
,357,228,150,295,130,270,
,358,228,141,290,135,270,
,345,224,153,280,130,275,
,335,222,157,275,135,275,
,327,223,155,260,130,280,
,308,220,170,255,130,275,
,296,219,177,245,135,270,
,288,218,178,240,135,265,
,283,219,169,225,130,275,
,276,220,174,220,135,280,
,269,220,174,210,125,285,
,261,220,176,205,130,280,
,259,221,169,200,130,280,
,253,221,174,190,125,295,
,248,221,175,195,130,285,
,247,222,175,190,130,285,
,245,222,176,190,130,285,
,244,221,175,190,125,290,
,244,220,177,190,130,290,
,240,221,175,185,130,285,
,234,223,175,175,125,295,
,231,223,171,180,135,275,
,226,224,168,170,135,285,
,218,224,170,165,135,280,
,207,225,179,155,135,280,
,203,225,175,150,130,290,
,203,229,161,150,135,280,
,209,235,148,145,135,290,
,193,232,185,140,140,285,
,187,232,177,135,145,280,
,185,234,173,135,140,285,
,180,234,173,125,135,295,
,183,236,165,130,140,285,
,185,240,148,125,140,295,
,180,237,165,120,135,300,
,181,239,152,120,135,300,
,171,237,179,130,150,285,
,173,240,166,120,155,285,
,170,244,165,120,150,285,
,169,244,162,115,150,295,
,165,240,177,115,150,285,
,169,238,170,110,140,300,
,166,234,175,115,140,295,
,169,236,169,110,145,295,
,168,232,184,115,135,305,
,178,232,178,125,140,290,
,181,228,182,130,140,285,
,200,232,163,140,140,285,
,206,231,163,145,135,290,
,208,230,174,155,140,285,
,213,230,175,160,140,285,
,216,225,182,165,135,275,
,219,222,181,170,135,275,
,222,219,182,175,135,270,
,230,218,175,180,130,270,
,233,217,175,185,130,260,
,235,215,176,195,130,255,
,240,214,170,195,135,250,
,240,214,171,195,130,255,
,238,215,171,195,135,255,
,230,216,184,190,135,265,
,232,220,178,180,125,285,
,225,225,184,175,135,280,
,227,235,171,165,135,290,
,222,238,172,160,140,290,
,211,239,184,155,140,295,
,207,239,183,155,150,280,
,201,238,185,150,155,275,
,196,237,192,150,150,285,
,199,237,187,150,150,285,
,195,235,192,145,150,290,
,191,235,197,145,150,285,
,190,233,193,135,140,300,
,184,232,196,140,145,285,
,183,234,187,130,140,295,
,178,231,192,125,140,295,
,173,232,189,120,140,295,
,160,230,197,110,135,295,
,155,227,192,100,135,300,
,148,228,186,95,140,290,
,140,228,183,85,135,290,
,132,230,178,75,140,290,
,124,233,178,65,135,300,
,120,234,171,65,140,290,
,118,237,166,65,150,275,
,112,238,171,60,150,280,
,108,240,174,55,150,285,
,111,243,172,60,155,280,
,112,248,167,55,150,300,
,114,252,169,55,155,290,
,112,252,177,60,160,290,
,120,251,173,65,160,290,
,121,251,177,70,160,285,
,127,255,172,75,165,280,
,124,255,184,80,175,275,
,133,261,173,80,170,290,
,137,265,168,85,180,275,
,134,261,187,90,180,270,
,137,257,186,95,170,280,
,137,250,197,100,175,270,
,142,246,193,100,160,285,
,146,242,194,100,150,285,
,153,239,185,105,150,285,
,151,234,194,105,145,285,
,157,230,186,105,145,285,
,156,227,190,105,135,295,
,161,226,181,100,130,300,
,165,226,178,110,130,290,
,164,222,185,110,130,285,
,170,221,178,115,130,285,
,174,217,174,120,130,285,
,174,213,179,125,125,280,
,179,208,176,125,115,285,
,183,207,170,135,120,265,
,183,204,176,140,120,260,
,186,205,171,140,120,270,
,187,205,177,145,120,260,
,189,203,175,155,120,250,
,187,201,184,145,115,265,
,192,202,174,150,115,255,
,194,203,170,145,115,270,
,189,201,182,140,110,280,
,188,199,185,140,110,280,
,185,194,189,135,105,290,
,183,191,192,130,95,295,
,181,188,198,135,95,290,
,181,186,197,135,95,290,
,181,184,199,130,90,300,
,182,179,200,130,80,305,
,183,176,202,125,70,315,
,185,171,199,130,70,315,
,185,165,203,130,65,315,
,183,159,208,135,60,300,
,184,155,207,135,55,310,
,185,150,209,130,50,325,
,189,147,206,145,50,300,
,189,144,213,145,45,305,
,192,142,209,135,35,325,
,197,139,208,140,30,315,
,198,139,206,140,25,335,
,193,139,216,145,40,315,
,201,143,207,145,35,315,
,203,149,206,140,40,325,
,207,155,200,150,50,315,
,212,156,200,155,45,315,
,213,154,211,160,45,320,
,223,156,208,170,50,315,
,236,158,201,170,50,325,
,179,167,134,185,60,320,
,178,164,152,200,60,315,
,274,165,202,205,55,345,
,303,171,179,225,55,325,
,314,171,183,245,65,320,
,321,173,188,255,60,315,
,327,176,193,255,55,325,
,335,173,188,265,55,325,
,337,175,193,275,60,315,
,353,176,180,280,60,315,
,354,178,189,280,65,320,
,362,182,184,285,65,315,
,375,181,167,285,65,320,
,369,182,185,300,80,300,
,364,184,193,305,80,295,
,375,184,182,310,75,295,
,383,184,177,305,80,300,
,385,186,174,320,85,290,
,397,186,161,315,80,295,
,394,191,177,320,75,300,
,399,191,172,335,85,285,
,397,190,177,340,90,280,
,391,196,177,320,85,295,
,387,196,167,310,80,300,
,382,193,161,300,80,300,
,368,192,166,285,75,310,
,355,193,174,280,85,300,
,344,194,172,280,90,290,
,331,191,182,265,85,300,
,325,193,169,255,90,295,
,320,191,177,255,95,285,
,309,191,178,245,90,300,
,307,193,173,245,100,285,
,301,192,182,240,100,295,
,295,193,184,240,100,290,
,289,193,185,235,100,290,
,292,195,174,230,100,290,
,285,196,183,230,105,285,
,280,198,183,220,100,295,
,272,199,188,220,105,290,
,269,199,184,205,105,305,
,263,201,183,205,105,295,
,255,202,184,195,100,305,
,247,202,184,190,105,300,
,241,203,184,185,110,300,
,233,204,188,180,115,290,
,230,205,183,175,115,295,
,223,205,184,170,115,290,
,218,206,182,165,120,285,
,215,209,177,160,120,290,
,204,210,181,150,115,295,
,205,214,170,140,120,300,
,192,213,186,140,120,300,
,189,215,182,140,125,290,
,185,218,179,135,130,285,
,182,219,177,130,130,290,
,178,220,179,125,135,290,
,172,220,189,115,125,310,
,173,223,181,115,130,305,
,168,222,183,120,130,300,
,164,222,189,115,135,295,
,164,224,185,110,125,310,
,162,223,190,110,130,305,
,158,222,197,100,125,315,
,159,224,194,110,135,305,
,158,224,195,100,125,320,
,160,224,196,110,130,305,
,163,225,194,105,120,325,
,161,222,208,105,120,330,
,166,223,207,110,120,325,
,171,221,211,120,125,320,
,178,218,209,125,115,325,
,186,217,211,130,110,335,
,196,217,214,145,115,325,
,200,215,218,145,110,335,
,212,217,209,170,125,310,
,217,216,211,170,120,310,
,221,214,215,170,115,320,
,225,214,213,175,115,315,
,227,214,215,175,110,325,
,230,213,217,175,110,330,
,230,216,216,180,115,320,
,233,217,214,185,120,315,
,232,216,211,175,115,330,
,231,216,210,175,110,330,
,232,215,211,185,115,315,
,235,216,211,180,120,315,
,246,217,205,190,120,310,
,248,216,212,190,110,330,
,256,217,208,200,115,320,
,263,216,211,200,115,325,
,271,216,218,220,120,315,
,290,221,201,225,115,325,
,305,224,194,235,115,320,
,314,224,189,250,125,310,
,326,225,180,255,120,315,
,330,225,184,255,115,320,
,336,225,180,260,120,315,
,330,220,195,270,130,305,
,334,224,190,275,125,300,
,340,228,183,270,125,305,
,337,227,189,275,135,295,
,338,227,185,275,135,295,
,340,228,180,275,135,295,
,342,228,181,280,145,285,
,336,227,193,280,130,300,
,340,228,188,275,125,310,
,338,228,190,275,130,300,
,340,230,182,280,135,300,
,328,229,199,280,140,290,
,322,226,211,275,130,300,
,317,229,207,265,130,310,
,311,230,216,250,130,325,
,306,234,213,265,145,300,
,299,234,221,265,140,300,
,296,235,220,255,145,300,
,295,233,217,255,145,300,
,287,229,224,240,135,320,
,285,226,224,235,120,330,
,284,226,222,225,115,335,
,278,223,230,225,120,330,
,280,222,226,230,125,320,
,277,218,229,225,115,330,
,273,215,235,225,120,330,
,276,213,228,220,115,335,
,273,210,229,225,115,330,
,278,211,224,220,110,335,
,276,210,231,220,110,335,
,277,211,229,220,115,335,
,272,212,234,220,115,335,
,271,212,239,220,115,330,
,270,214,236,230,120,320,
,272,214,226,225,125,320,
,278,214,225,225,120,325,
,274,214,229,230,120,325,
,276,214,227,220,115,335,
,278,214,225,220,110,335,
,274,214,234,230,115,325,
,274,215,233,225,115,330,
,270,216,233,215,110,340,
,264,220,246,215,115,340,
,259,224,250,225,130,320,
,253,231,256,225,135,315,
,259,242,244,220,145,305,
,256,248,249,220,145,320,
,259,251,245,230,160,300,
,260,255,244,230,160,300,
,260,255,247,235,175,285,
,264,258,237,250,190,260,
,261,259,245,240,190,265,
,266,261,237,250,185,265,
,267,261,233,255,190,250,
,263,258,239,260,195,250,
,259,256,249,260,190,265,
,263,257,240,255,200,250,
,260,254,247,230,170,290,
,265,256,236,240,185,270,
,263,252,238,220,145,315,
,262,251,240,230,155,300,
,256,247,250,240,175,275,
,260,241,243,225,150,300,
,262,239,237,235,155,295,
,260,234,243,210,115,335,
,260,228,242,225,145,310,
,261,225,238,225,135,305,
,260,221,237,215,115,340,
,269,222,221,220,130,320,
,270,220,221,215,120,325,
,271,218,223,225,120,320,
,272,217,216,215,115,320,
,273,215,213,210,110,340,
,277,214,206,225,125,315,
,282,213,199,220,110,325,
,283,212,194,230,120,305,
,284,210,197,235,120,300,
,286,209,194,230,120,305,
,287,209,190,230,120,295,
,294,210,179,235,120,295,
,290,209,188,235,120,285,
,293,207,184,240,120,285,
,295,207,182,235,110,295,
,294,207,180,235,110,290,
,294,206,182,240,115,285,
,293,205,183,240,115,285,
,296,206,177,240,115,280,
,294,206,179,235,115,290,
,299,206,170,235,110,290,
,297,205,177,235,110,295,
,295,204,177,235,110,295,
,299,205,168,240,115,285,
,294,204,173,240,115,275,
,286,202,178,240,115,265,
,281,201,179,235,120,260,
,277,202,176,235,120,260,
,271,203,170,225,115,265,
,264,203,170,215,120,260,
,250,201,184,215,120,255,
,248,202,171,200,115,260,
,239,202,172,195,120,260,
,228,202,174,190,120,260,
,224,202,171,180,120,255,
,219,203,168,175,120,255,
,216,204,165,170,125,250,
,210,204,166,165,125,255,
,207,204,165,165,125,250,
,204,204,163,160,125,250,
,200,203,165,155,125,250,
,200,204,161,155,125,255,
,197,205,166,150,125,255,
,199,204,158,155,125,250,
,197,205,161,150,125,255,
,194,204,165,145,120,260,
,194,205,160,150,125,250,
,192,203,161,145,125,255,
,188,203,165,145,125,255,
,187,203,160,140,125,250,
,185,203,160,140,125,250,
,182,205,160,135,120,260,
,178,203,164,135,125,245,
,176,204,156,135,125,245,
,170,203,162,130,125,245,
,170,205,157,125,125,245,
,161,205,159,115,120,250,
,157,203,162,115,125,240,
,153,204,158,110,125,245,
,149,201,160,105,120,250,
,151,204,152,105,125,245,
,149,204,154,105,125,245,
,148,204,152,100,120,250,
,130,211,152,85,125,245,
,192,220,134,150,150,215,
,195,222,138,155,150,215,
,202,224,143,160,150,220,
,209,225,145,170,150,215,
,217,226,144,180,155,220,
,226,228,145,190,155,215,
,234,231,139,195,160,210,
,240,230,141,200,160,215,
,244,230,138,205,160,210,
,246,231,140,210,160,215,
,248,232,141,210,160,215,
,252,232,134,215,160,210,
,252,232,137,215,165,210,
,253,231,137,215,160,210,
,253,234,134,215,160,210,
,255,232,134,215,160,210,
,254,234,134,215,160,215,
,255,234,134,220,165,210,
,256,233,134,220,165,210,
,258,234,134,220,165,210,
,257,234,134,220,165,210,
,260,232,138,220,165,210,
,262,232,134,225,165,210,
,266,231,134,225,165,215,
,268,232,134,230,165,210,
,298,228,134,255,165,210,
,303,227,134,260,165,205,
,350,251,134,295,165,230,
,332,239,152,280,160,240,
,331,238,143,275,155,240,
,322,235,153,270,155,245,
,319,233,158,265,155,245,
,315,233,160,265,155,245,
,316,237,151,260,150,245,
,301,222,181,260,155,245,
,310,232,160,260,155,240,
,308,231,159,255,155,245,
,307,228,165,260,155,240,
,306,230,166,255,155,245,
,306,230,162,255,155,245,
,309,232,156,255,155,245,
,306,229,162,245,145,265,
,305,233,159,250,150,260,
,306,232,156,240,140,270,
,304,231,160,245,145,260,
,308,233,149,240,145,265,
,302,231,157,235,140,270,
,299,230,158,230,135,280,
,293,228,163,230,140,280,
,289,228,162,225,140,275,
,282,228,166,220,145,270,
,279,229,162,215,140,275,
,272,227,169,215,140,270,
,265,225,175,215,145,260,
,259,222,178,195,130,290,
,255,221,179,195,130,290,
,249,221,187,190,130,290,
,246,219,193,190,125,300,
,238,217,204,190,130,295,
,237,218,206,185,125,305,
,234,220,207,185,120,310,
,235,221,205,180,120,315,
,224,218,225,175,115,330,
